endpoint,numeroItem
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/17563/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/45339363000194/compras/2024/256/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/45339363000194/compras/2024/256/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/45339363000194/compras/2024/256/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/22249/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/22249/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/22249/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/22249/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/45339363000194/compras/2024/257/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20058/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20058/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20058/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20058/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20058/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20058/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/19110162000100/compras/2024/156/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/19110162000100/compras/2024/156/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/19110162000100/compras/2024/156/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/19110162000100/compras/2024/156/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/19110162000100/compras/2024/156/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/19110162000100/compras/2024/156/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/02585924000122/compras/2024/909/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/02585924000122/compras/2024/909/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/33663683000116/compras/2024/1459/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/16695025000197/compras/2024/1058/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/16695025000197/compras/2024/1058/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/5993/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/7313/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/96291141000180/compras/2024/7313/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/11324516000108/compras/2024/239/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/11324516000108/compras/2024/239/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/02321917000113/compras/2024/229/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/37226644000102/compras/2024/83/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/37226644000102/compras/2024/83/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/01067271000127/compras/2024/291/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/01067271000127/compras/2024/291/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/01067271000127/compras/2024/291/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/01067271000127/compras/2024/291/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/01067271000127/compras/2024/291/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/01067271000127/compras/2024/291/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/11520287000105/compras/2024/293/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/27165687000171/compras/2024/57/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/27165687000171/compras/2024/57/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/27165687000171/compras/2024/57/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1586/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1586/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1586/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/78200482000110/compras/2024/77/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/78200482000110/compras/2024/77/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4756/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4756/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4756/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4756/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4768/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4768/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4768/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4768/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/28606630000123/compras/2024/56/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/46/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/46/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/46/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/46/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/31846892000170/compras/2024/79/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/31846892000170/compras/2024/79/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/10566414000136/compras/2024/6/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/204/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/10/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/10/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03155900000104/compras/2024/82/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/26981455000129/compras/2024/60/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1599/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2222/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4801/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4801/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2227/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1605/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1605/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2024/1605/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/03073673000160/compras/2024/92/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/03073673000160/compras/2024/92/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/46578514000120/compras/2024/137/itens,1476739
https://pncp.gov.br/api/pncp/v1/orgaos/46578514000120/compras/2024/137/itens,1476740
https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/2193/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/2193/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/46578514000120/compras/2024/138/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/46578514000120/compras/2024/138/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/46522942000130/compras/2024/332/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/46522942000130/compras/2024/332/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/46522942000130/compras/2024/332/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/46522942000130/compras/2024/332/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/46522942000130/compras/2024/332/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/46522942000130/compras/2024/332/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/18715474000185/compras/2024/71/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/18715474000185/compras/2024/71/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/18715474000185/compras/2024/71/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/18715474000185/compras/2024/71/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/18715474000185/compras/2024/71/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/50387844000105/compras/2024/421/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/660/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/18017384000110/compras/2024/218/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/18017384000110/compras/2024/218/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/18017384000110/compras/2024/218/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/18017384000110/compras/2024/218/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/76950021000130/compras/2024/47/itens,4588596
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11363/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4864/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4864/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4864/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4864/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4865/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75927582000155/compras/2024/75/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/08241739000105/compras/2024/665/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2024/2257/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/12998458000160/compras/2024/425/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/17361639000103/compras/2024/49/itens,1469702
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/10759784000190/compras/2024/11/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/01616270000194/compras/2024/62/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/01616270000194/compras/2024/62/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/22678874000135/compras/2024/452/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/22678874000135/compras/2024/452/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/22678874000135/compras/2024/452/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2024/207/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/05849955000131/compras/2024/17/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/01974088000105/compras/2024/105/itens,4591607
https://pncp.gov.br/api/pncp/v1/orgaos/01974088000105/compras/2024/105/itens,4591611
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11482/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/11487/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/15019/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/56024581000156/compras/2024/481/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4898/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4898/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/46352746000165/compras/2024/390/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03155926000144/compras/2024/74/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/87990800000185/compras/2024/282/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/87990800000185/compras/2024/282/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/46634069000178/compras/2024/95/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/18307389000188/compras/2024/22/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/18671271000134/compras/2024/138/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/18671271000134/compras/2024/138/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/18671271000134/compras/2024/138/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/18671271000134/compras/2024/138/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/18671271000134/compras/2024/138/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/18671271000134/compras/2024/138/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/18025890000151/compras/2024/23/itens,1482375
https://pncp.gov.br/api/pncp/v1/orgaos/18025890000151/compras/2024/23/itens,1482377
https://pncp.gov.br/api/pncp/v1/orgaos/18026013000103/compras/2024/93/itens,8
