numero_controle_pncp,srp,objeto_compra,codigo_modalidade,nome_modalidade,compra_judicial
46588950000180-1-000926/2024,True,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATEDIMENTO DE AÇÕES JUDICIAIS. SECRETARIA MUNICIPAL DE SAÚDE.,6,Pregão - Eletrônico,True
03517102000177-1-000166/2025,False,"CDS/SRI/SES-AQUISIÇÃO DE MEDICAMENTO PARA ATENDER AÇÃO JUDICIAL

ESPÉCIE DOCUMENTAL  4131
",8,Dispensa,True
18715615000160-1-001032/2023,True,Aquisição eventual e futura de medicamentos para atendimento a ordenes judiciais.,6,Pregão - Eletrônico,True
51885242000140-1-000238/2024,False,"Aquisição de medicamentos, em atendimento a Mandados Judiciais.",6,Pregão - Eletrônico,True
46374500000194-1-006235/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006236/2024,False,Aquisição de Medicamentos  para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006237/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006238/2024,False,Aquisição de medicamentos em cumprimento de determinação judicial,6,Pregão - Eletrônico,True
27080605000196-1-000163/2024,True,Registro de Preços Bem Consumo - Aquisição de Medicamentos - Mandado Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006241/2024,False,"Aquisição de itens de nutrição, em atendimento às demandas judiciais e administrativas",6,Pregão - Eletrônico,True
46374500000194-1-006251/2024,False,Aquisição de Medicamento para atender Mandado Judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006260/2024,False,Aquisição de medicamento para atendimento de demanda judicial,6,Pregão - Eletrônico,True
46374500000194-1-006261/2024,False,Aquisição de medicamento para atendimento de demanda judicial,6,Pregão - Eletrônico,True
45787678000102-1-000300/2024,False,Aquisição de medicamentos para atendimento a mandados judiciais,6,Pregão - Eletrônico,True
46374500000194-1-006264/2024,False,Aquisição de Medicamento para atender Mandado Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006271/2024,False,Aquisição de Medicamentos para o atendimento de demandas judiciais e administrativas,6,Pregão - Eletrônico,True
46374500000194-1-006273/2024,False,Aquisição de Medicamento para atender Mandado Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006277/2024,False,Aquisição de Medicamento para atender Mandado Judicial,6,Pregão - Eletrônico,True
46137477000114-1-000060/2024,True,"“REGISTRO DE PREÇOS DE MEDICAMENTOS, PEDIDOS DE AÇÕES JUDICIAIS, DE ACORDO COM AS ESPECIFICAÇÕES CONSTANTES DO ANEXO I.”",6,Pregão - Eletrônico,True
46523247000193-1-000183/2024,True,PEC 152/2024 - REGISTRO DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS  DEMANDA AÇÃO JUDICIAL,6,Pregão - Eletrônico,True
45709920000111-1-003379/2024,True,"Registro de Preços para a Aquisição de medicamentos e insumos para dispensação na Farmácia de Ação Judicial, localizada na Secretaria Municipal de Saúde.",6,Pregão - Eletrônico,True
46374500000194-1-006296/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
45358249000101-1-002481/2024,True,"AQUISIÇÃO DE MEDICAMENTOS NÃO PADRONIZADOS, ABIRATERONA, AFLIBERCEPTE, BEVACIZUMABE, RANIBIZUMABE, TERIPARATIDA, ALPINIA ZERUMBET, ÁCIDO TRANEXAMICO, ASPARAGINAGE, CINALCALCETE, ESCOPOLAMINA TRANSDERMICA, EXTRATO DE FORMIGA, FORMOTEROL+BUDESONIDA E MICROFENOLATO DE MOFETILA, PARA ATENDIMENTO À ORDENS JUDICIAIS E PROCESSOS ADMINISTRATIVOS AUTORIZADOS PELA SECRETARIA MUNICIPAL DE SAÚDE, PELO SISTEMA DE REGISTRO DE PREÇOS.",6,Pregão - Eletrônico,True
46374500000194-1-006302/2024,False,Aquisição de materiais para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006313/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006315/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006324/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
18241745000108-1-000076/2024,True,Aquisição de medicamentos para atender as necessidades da Unidade de Pronto Atendimento-UPA;  Programa Saúde da Família-PSF; Saúde Bucal Atenção Primária; Programa EMAD; CAPS 2; CAPS AD; CAPS Infanto Juvenil; Assistência Farmacêutica (Farmácia Basica); Ordens Judiciais; Ambulatório Escola;  Núcleo de Assistência a Estomaterapia; Centro Odontológico; Programa Viva Mulher.,6,Pregão - Eletrônico,True
18137943000126-1-000070/2024,True,"Registro de Preços para futura e eventual aquisição de medicamentos para atender as demandas judiciais e para atendimento da contrapartida municipal dos medicamentos básicos, para atendimento das necessidades da Secretaria Municipal de Saúde de Guiricema-MG, conforme especificações estabelecidas neste Edital e seus Anexos.",6,Pregão - Eletrônico,True
46634390000152-1-000256/2024,False,AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER DEMANDAS JUDICIAIS IMPETRADAS CONTRA O MUNICÍPIO,6,Pregão - Eletrônico,True
45279635000108-1-001139/2024,True,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAL FARMACOLÓGICO DESTINADO AO CUMPRIMENTO DE DETERMINAÇÃO
JUDICIAL, LISTA 11_2024, COM ENTREGAS PARCELADAS POR UM PERÍODO DE 12 (DOZE) MESES.",6,Pregão - Eletrônico,True
18312983000167-1-000119/2024,True,"REGISTRO DE PREÇOS, PARA AQUISIÇÃO DE MEDICAMENTO E FORMULA ALIMENTAR EM ATENÇÃO AS ORDENS JUDICIAIS DA SECRETARIA MUNICIPAL DE SAÚDE DO MUNICÍPIO DE CARMÓPOLIS DE MINAS.",6,Pregão - Eletrônico,True
18312983000167-1-000120/2024,True,"Registro de preços, para aquisição de medicamentos e fórmula infantil, em atenção às ordens judiciais nº 5000778-24.2023.8.13.0879, 5000677-50.2024.8.13.0879 e 5000010-40.2019.8.13.0879.",6,Pregão - Eletrônico,True
45370707000128-1-000316/2024,True,"FORMAÇÃO DE REGISTRO DE PREÇOS para aquisição de MEDICAMENTOS PARA CUMPRIMENTO DE ORDENS JUDICIAIS, em atendimento a Secretaria Municipal de Saúde de acordo com as especificações do Anexo I do Edital.",6,Pregão - Eletrônico,True
46588950000180-1-000938/2024,True,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PARA ATENDER AÇÕES JUDICIAIS. SECRETARIA MUNICIPAL DE SAÚDE.,6,Pregão - Eletrônico,True
45371820000128-1-000240/2024,True,REGISTRO DE PREÇO PARA AQUISIÇÃO DE MEDICAMENTOS DE AÇÕES JUDICIAIS,6,Pregão - Eletrônico,True
46341038000129-1-000244/2025,True,Registro de Preços para Fornecimento Parcelado de Medicamentos para Atender Mandados Judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006344/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
08761124000100-1-000857/2024,True,Registro de preços para aquisição de medicamentos (demandas judiciais),6,Pregão - Eletrônico,True
46374500000194-1-006353/2024,False,Aquisição de medicamentos para atender determinação em determinação judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006369/2024,False,Aquisição de Medicamentos para atender Ação Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006371/2024,False,Aquisição de Medicamento para atender Mandado Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006375/2024,False,Aquisição de Medicamentos para atender Ação Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006377/2024,False,Aquisição de Medicamento para atender Mandado Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006379/2024,False,Aquisição de Medicamento para atender Mandado Judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006384/2024,False,Aquisição de dietas industrializadas para atendimentos de ações judiciais,6,Pregão - Eletrônico,True
46634523000190-1-000164/2024,False,"Registro de preços para possível aquisição de medicamentos básicos e judicial, visando atender as necessidades da Diretoria Municipal de Saúde",6,Pregão - Eletrônico,True
46374500000194-1-006390/2024,False,Aquisição de medicamentos para atendimentos de ações judiciais.,6,Pregão - Eletrônico,True
18291377000102-1-000161/2024,False,AQUISIÇÃO DE MEDICAMENTOS E INSUMOS PAA CUMPRIMENTO DE DETERMINAÇÕES JUDICIAIS.,6,Pregão - Eletrônico,True
08761140000194-1-000042/2024,True,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS (DEMANDAS JUDICIAIS),6,Pregão - Eletrônico,True
45302130000117-1-000147/2024,True,"“REGISTRO DE PREÇOS PARA EVENTUAL, FUTURA E PARCELADA, AQUISIÇÃO DE MEDICAMENTOS E FÓRMULAS MANIPULADAS A PRONTA ENTREGA PARA PACIENTES DO HOSPITAL MUNICIPAL, PROVENIENTES DE AÇÕES JUDICIAIS OU AQUISIÇÃO EMERGENCIAL”",6,Pregão - Eletrônico,True
46588950000180-1-000944/2024,True,"REGSITRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER AÇÕES JUDICIAIS. SECRETARIA MUNICIPAL DE SAÚDE.
",6,Pregão - Eletrônico,True
03501574000131-1-000097/2024,True,Registro de Preços para Futura e Eventual Aquisição de medicamentos para atendimento de demandas judiciais do Município de Sidrolândia,6,Pregão - Eletrônico,True
45735479000142-1-000031/2024,True,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA O COMPONENTE ESTRATÉGICO PARA ATENDER DEMANDAS JUDICIAIS E MEDICAMENTOS PERTENCENTES AO COMPONENTE BÁSICO DA ASSISTÊNCIA FARMACÊUTICA PERTENCENTES AO REMUME, DA SECRETARIA MUNICIPAL DE SAÚDE.",6,Pregão - Eletrônico,True
14117329000141-1-000070/2024,True,"Registro de preços para aquisição de medicamentos para doação a pacientes, visando atender as necessidades de tratamentos de saúde destes, quando os medicamentos não forem fornecidos pela farmácia básica ou estiverem em falta no estoque da farmácia e no momento em que a necessidade do uso do medicamento for imediata ou, ainda, se forem indicados por ordem judicial, no âmbito do município de Campo Alegre de Lourdes-BA.",6,Pregão - Eletrônico,True
13864377000130-1-001211/2024,True,"Registro DE PREÇOS PARA O FORNECIMENTO DE MEDICAMENTOS DIOVAN, NESINA E GLUCAGEN - AÇÃO JUDICIAL.",6,Pregão - Eletrônico,True
13864377000130-1-001212/2024,True,"Registro DE PREÇOS PARA O FORNECIMENTO DE AÇÃO JUDICIAL MEDICAMENTOS TELMISARTANA 80 MG, VALSARTANA 160 MG + HIDROCLOROTIAZIDA 12,5 MG + ANLODIPINO, BESILATO 5 MG, SACUBITRIL 49 MG + VALSARTANA 51 MG (ENTRESTO), TADALAFILA 5 MG, LETROZOL, 2,5 MG (FEMARA), ATENOLOL, 25 MG, DIPIRONA MONOIDRATADA 1 G (NOVALGINA)",6,Pregão - Eletrônico,True
46374500000194-1-006427/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
13864377000130-1-001214/2024,True,REGISTRO de PREÇOS PARA O FORNECIMENTO DE REGISTRO DE PREÇOS PARA O FORNECIMENTO DE INSULINAS DIVERSAS – AÇÃO JUDICIAL,6,Pregão - Eletrônico,True
46374500000194-1-006445/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006446/2024,False,Aquisição de medicamentos para atendimentos de ações judiciais,6,Pregão - Eletrônico,True
46374500000194-1-006447/2024,False,Aquisição de Medicamentos para atender Ação Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006448/2024,False,Aquisição De Medicamentos Para o Atendimento de Demandas Administrativas e Judiciais,6,Pregão - Eletrônico,True
18137927000133-1-000095/2024,True,"O objeto desta licitação é a aquisição de Medicamentos para atender aos Mandados Judiciais, distribuição gratuita para pacientes da Farmácia Municipal, Unidades Básicas de Saúde, Pronto Atendimento Ambulatorial que necessitam de tratamento, conforme condições e exigências estabelecidas no termo de referência.",6,Pregão - Eletrônico,True
18468041000172-1-000026/2024,True,"[LICITANET] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS E INSUMOS GERAIS, E MEDICAMENTOS E INSUMOS DE ORDEM JUDICIAL, PARA ATENDER OS MUNÍCIPES QUE FAZEM JUS AO BENEFÍCIO, EM ATENDIMENTO A SECRETARIA MUNICIPAL DE SAÚDE DA PREFEITURA MUNICIPAL DE CRUZEIRO DA FORTALEZA.",6,Pregão - Eletrônico,True
82814260000165-1-000059/2024,True,"[Portal de Compras Públicas] - A presente licitação tem por objeto o REGISTRO DE PREÇOS para futura aquisição de medicamentos prescritos em atenção às necessidades de pacientes em situação de vulnerabilidade, mediante estudo social, ou por determinação judicial conforme especificações constantes no ANEXO A deste Edital.",6,Pregão - Eletrônico,True
83102285000107-1-000416/2024,True,Registro de Preços de medicamentos e produtos para saúde para atenderdemanda judicial.,6,Pregão - Eletrônico,True
18668376000134-1-000153/2024,True,"FORMAÇÃO DE ATA DE REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MEDICAMENTOS PARA DOAÇÃO A PACIENTES DO MUNICÍPIO DE MONTE BELO, EM CUMPRIMENTO A ORDENS JUDICIAIS, VISANDO ATENDER ÀS DEMANDAS DA SECRETARIA MUNICIPAL DE SAÚDE.",6,Pregão - Eletrônico,True
17747957000107-1-000097/2024,True,"Registro de Preços para futura contratação de empresa habilitada para fornecimento de medicamentos, em atendimento às ordens judiciais oriundas de processos envolvendo o Município de Oliveira Fortes/MG.",6,Pregão - Eletrônico,True
05816630000152-1-000006/2026,False,AQUISIÇÃO PARA DETERMINAÇÃO JUDICIAL,8,Dispensa,True
46374500000194-1-006457/2024,False,Aquisição de medicamentos oncológicos para atender demanda judicial,6,Pregão - Eletrônico,True
03507415000225-1-000267/2024,True,"REGISTRO DE PREÇOS, POR ITEM, PARA EVENTUAL AQUISIÇÃO E FORNECIMENTO DE MEDICAMENTOS ONCOLÓGICOS DEMANDADOS JUDICIALMENTE.",6,Pregão - Eletrônico,True
46374500000194-1-006460/2024,False,Aquisição de medicamento para atendimento de ação judicial,6,Pregão - Eletrônico,True
46374500000194-1-006463/2024,False,Aquisição de medicamento para atendimento de ações judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006470/2024,False,Aquisição de medicamentos para atender manutenção em determinação judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006480/2024,False,Aquisição de insumo em atendimento a demanda judicial deste drs xv,6,Pregão - Eletrônico,True
23515695000140-1-000036/2024,True,Aquisição de medicamentos para cumprimento de ordens judiciais,6,Pregão - Eletrônico,True
01409580000138-1-001748/2024,True,"A solicitação refere-se à necessidade de aquisição de medicamento(s)e /ou produtos para saúde , que foram concedidos nas apresentações e concentrações farmacêuticas registradas na ANVISA prescritas nos receituários médicos presentes nos autos das ações judiciais.",6,Pregão - Eletrônico,True
46374500000194-1-006489/2024,False,Aquisição de Medicamento para atender Mandado Judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006483/2024,False,Aquisição de medicamento para continuidade de atendimento de pacientes de ação judicia,6,Pregão - Eletrônico,True
42498600000171-1-006097/2024,True,"Aquisição de FORMULA NUTRICIONAL ISENTA DE LEUCINA, ISOLEUCINA E VALINA INDICADA A PACIENTES COM LEUCINOSE COM MAIS DE 01 ANO DE IDADE ( MSUDMED B )  , através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Atendimento às Demandas Judiciais - AADJ da Secretaria de Estado de Saúde do Rio de Janeiro",6,Pregão - Eletrônico,True
45279635000108-1-001150/2024,True,"[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAL FARMACOLÓGICO DESTINADO AO CUMPRIMENTO DE DETERMINAÇÃO
JUDICIAL, LISTA 12_2024, COM ENTREGAS PARCELADAS POR UM PERÍODO DE 12 (DOZE) MESES.",6,Pregão - Eletrônico,True
46634291000170-1-000994/2024,True,ABERTURA DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER PROCESSOS JUDICIAIS E PACIENTES ORIUNDOS DO NÚCLEO APOIO TÉCNICO ÀS DEMANDAS DO SUS - SECRETARIA MUNICIPAL DE SAÚDE.,6,Pregão - Eletrônico,True
46634291000170-1-001004/2024,True,ABERTURA DE ATA DE REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA ATENDER PROCESSOS JUDICIAIS E PACIENTES ORIUNDOS DO NÚCLEO APOIO TÉCNICO ÀS DEMANDAS DO SUS – SECRETARIA MUNICIPAL DE SAÚDE.,6,Pregão - Eletrônico,True
10459525000143-1-000158/2025,True,"Aquisição, por meio do Sistema de Registro de Preços, de medicamentos e insumos destinados ao atendimento de demandas judiciais direcionadas à Secretaria de Saúde, pelo prazo de 12 (doze) meses.",6,Pregão - Eletrônico,True
46374500000194-1-006499/2024,False,Aquisição de medicamentos para atender demandas judiciais,6,Pregão - Eletrônico,True
46374500000194-1-001558/2025,False,Aquisição de medicamentos em atendimento a demandas judiciais de pacientes da região do Departamento Regional de Saúde de São José do Rio Preto - DRS.XV.,6,Pregão - Eletrônico,True
46374500000194-1-006503/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006504/2024,False,Aquiição de Medicamentos para atender demanda judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006507/2024,False,Aquisição de medicamento em atendimento a demanda judicial deste DRS XV,6,Pregão - Eletrônico,True
46374500000194-1-006509/2024,False,Aquisição de medicamentos em atendimento a demandas judiciais de pacientes da região do Departamento Regional de Saúde de São José do Rio Preto - DRS.XV.,6,Pregão - Eletrônico,True
46374500000194-1-005184/2025,False,Medicamentos Judicial Ampla Cota,6,Pregão - Eletrônico,True
46374500000194-1-006525/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006576/2024,False,Aquisição de medicamento para atendimento de demanda judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006526/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
08597121000174-1-000426/2025,True,Registro de preço para futura aquisição de suplementos nutricionais novos para continuidade de atendimento de pacientes por ordem judicial. Protocolo nº 22.859.368-0,6,Pregão - Eletrônico,True
46522959000198-1-000088/2024,True,AQUISIÇÃO DE MEDICAMENTOS DESTINADOS A DEMANDAS JUDICIAIS E AO ATENDIMENTO DA SECRETARIA DE SAÚDE,6,Pregão - Eletrônico,True
46634127000163-1-002288/2024,True,"REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO DE AÇÕES JUDICIAIS, CONFORME ESPECIFICAÇÕES CONSTANTES NO TERMO DE REFERÊNCIA.",6,Pregão - Eletrônico,True
08831289000100-1-000017/2024,False,"Aquisição parcelada de Medicamentos, Higiene pessoal e demais itens, conforme determinação judicial, nos autos dos processos nº 0000960-73.2021.8.17.2910, 1042-37.2014.8.17.0910, 426-91-2016.8.17.0910 e 0002086-90.2023.8.17.2910, Fundo Municipal de Saúde do Município de Lajedo/PE, conforme especificações, quantidades e preços estipulados no Termo de Referência – Anexo I",6,Pregão - Eletrônico,True
17747924000159-1-000044/2024,False,"Constitui objeto desta licitação a Futura, eventual e parcelada Aquisição de Medicamentos conforme solicitação da Secretaria Municipal de Saúde, para atendimento a mandados judiciais",6,Pregão - Eletrônico,True
27080530000143-1-002041/2024,False,"Registro de preços aquisição de medicamentos - Metformina 500 mg LIBERAÇÃO PROLONGADA, Ácido acetilsalicílico 100 mg TAMPONADO, Ácido acetilsalicílico 200 mg TAMPONADO, Indacaterol 300 mcg com inalador (Onbrize®), Rosuvastatina 10 mg, Duloxetina 30 mg, Duloxetina 60 mg, Mirtazapina 45 mg, Mirtazapina 30 mg e Synthroid ® 112 mcg - para fins de cumprimento à Decisões Judiciais expedidas em desfavor do município de Vila Velha, conforme tabela abaixo (Decisões Judiciais na íntegra an",6,Pregão - Eletrônico,True
27080605000196-1-000186/2024,True,Registro de Preços Bem Consumo - Aquisição de Medicamentos - Mandado Judicial,6,Pregão - Eletrônico,True
27080605000196-1-000187/2024,True,Registro de Preços Bem Consumo - Aquisição de Medicamentos e Suplementos Alimentares - Mandado Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006579/2024,False,Aquisição de medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006582/2024,False,Aquisição de Medicamento para atender Mandado Judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006583/2024,False,Aquisição de medicamento em atendimento a demanda judicial deste drs xv,6,Pregão - Eletrônico,True
46374500000194-1-006584/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006586/2024,False,Aquisição de medicamentos para atender Determinação Judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006592/2024,False,Aquisição de medicamento para atender Ações Judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006595/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
46374500000194-1-004102/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006577/2024,False,Aquisição de medicamentos para atender demandas judicias.,6,Pregão - Eletrônico,True
42498600000171-1-006160/2024,True,"O presente termo de referência tem por objetivo estabelecer as condições para fornecimento do(s) medicamento/insumo(s) listado(s) no item IV através do Pregão Eletrônico para Registro de Preços, visando suprir as necessidades da Assessoria de Atendimento às Demandas Judiciais - AADJ da Secretaria de Estado de Saúde do Rio de Janeiro, de acordo com as condições, quantidades e especificações constantes neste Termo de Referência, nos requisitos da contratação descritos nos Estudos Técnicos Preliminares realizados com a finalidade de atender a demandas judiciais e no Edital, observando o disposto no Lei Federal 14.133/2021, art. 18, § 1º, I.",6,Pregão - Eletrônico,True
11228564000100-1-000140/2024,False,Aquisição de medicamentos para atender demanda judicial.,6,Pregão - Eletrônico,True
07963259000187-1-000071/2024,True,"REGISTRO DE PREÇOS VISANDO FUTURAS E EVENTUAIS AQUISIÇÕES DE MEDICAMENTOS, PARA ATENDER A DEMANDA DO SETOR SOCIAL, PARA OS PACIENTES COM SENTENÇA JUDICIAL, DE RESPONSABILIDADE DA SECRETARIA MUNICIPAL DE SAÚDE.",6,Pregão - Eletrônico,True
46374500000194-1-003082/2024,False,Aquisição de medicamento em atendimento a demanda judicial deste DRS XV,6,Pregão - Eletrônico,True
18457291000107-1-000067/2024,True,[LICITANET] - MEDICAMENTO ORDEM JUDICIAL,6,Pregão - Eletrônico,True
46341038000129-1-001566/2024,False,Fornecimento parcelado de medicamentos controlados para atender - mandado judicial.,6,Pregão - Eletrônico,True
46374500000194-1-006621/2024,False,Aquisição de medicamentos em cumprimento de ação judicial,6,Pregão - Eletrônico,True
46374500000194-1-003068/2024,False,Aquisição de medicamento em atendimento a demanda judicial,6,Pregão - Eletrônico,True
46374500000194-1-006629/2024,False,Aquisição de medicamento em atendimento a demanda judicial de pacientes da região do DRS.XV,6,Pregão - Eletrônico,True
46374500000194-1-006632/2024,False,Aquisição de medicamento em atendimento a demanda judicial de pacientes da região do DRS.XV,6,Pregão - Eletrônico,True
46374500000194-1-006636/2024,False,Aquisição de medicamento em atendimento a demanda judicial de pacientes da região do DRS.XV,6,Pregão - Eletrônico,True
46374500000194-1-000213/2026,False,Aquisição de medicamentos para atender Determinação Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006657/2024,False,Aquisição de Medicamento para atender Mandado Judicial.,6,Pregão - Eletrônico,True
46668596000101-1-000215/2024,True,"Registro de preços para aquisição de insulinas para cumprimento de decisões judiciais, conforme condições estabelecidas no instrumento convocatório e seus anexos.",6,Pregão - Eletrônico,True
18803072000132-1-000111/2024,True,[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA CUMPRIR SENTENÇAS JUDICIAIS,6,Pregão - Eletrônico,True
08916645000180-1-000142/2024,True,"[Portal de Compras Públicas] - Aquisição parcelada de medicamentos diversos, a fim de atender as demandas judiciais proferidas nos autos dos processos, em favor dos pacientes da rede de saúde deste Município",6,Pregão - Eletrônico,True
46374500000194-1-006680/2024,False,Aquisição de medicamentos oncológicos para atender demanda judicial,6,Pregão - Eletrônico,True
46374500000194-1-006684/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006691/2024,False,Aquisição de medicamento em atendimento a demanda judicial de pacientes da região do DRS.XV,6,Pregão - Eletrônico,True
46374500000194-1-006704/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
46319000000150-1-000399/2024,False,Registro de preços de Bevacizumabe para atender a mandado judicial - DEMAIS ESPECIFICAÇÕES CONFORME EDITAL.,6,Pregão - Eletrônico,True
46374500000194-1-006724/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
45781176000166-1-000114/2025,True,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO DE MANDADOS JUDICIAIS, conforme condições, quantidades e exigências estabelecidas no Termo de Referência, Anexo IV deste edital.",6,Pregão - Eletrônico,True
08597121000174-1-001067/2024,True,Aquisição de Medicamentos para Atender as Demandas Judiciais - DJ 35.24,6,Pregão - Eletrônico,True
88860366000181-1-000157/2024,True,"[Portal de Compras Públicas] - A Secretaria Municipal de Saúde de Arroio Grande solicita o registro de preços para os medicamentos e insumos citados acima se justifica considerando o interesse público presente na necessidade da utilização dos medicamentos a serem fornecidos pela Secretaria Municipal de Saúde, no atendimento aos pacientes do Município de Arroio Grande, proporcionando melhor qualidade de vida aos munícipes, através do cumprimento de ordem judiciais, sendo dispensados pela Farmácia Municipal.",6,Pregão - Eletrônico,True
18558072000114-1-000090/2024,False,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE MEDICAMENTOS MANIPULADOS EM CUMPRIMENTO DE AÇÕES JUDICIAIS VIGENTES E POSSÍVEIS NOVAS AÇÕES.,6,Pregão - Eletrônico,True
44518371000135-1-000186/2024,True,"Registro de Preços para aquisição de medicamentos para doação, uso atenção básica e sentenças judiciais, pelo período de 12 meses",6,Pregão - Eletrônico,True
46374500000194-1-006747/2024,False,Aquisição de Medicamentos para atender demandas judiciais.,6,Pregão - Eletrônico,True
13864377000130-1-001254/2024,True,"REGISTRO de PREÇOS PARA O FORNECIMENTO DE INSULINA DEGLUDECA (TRESIBA PENFILL) – AÇÃO JUDICIAL, INSULINA   DEGLUDECA (TRESIBA FLEXTOUCH) – AÇÃO JUDICIAL, INSULINA DETEMIR (LEVEMIR FLEXPEN) – AÇÃO JUDICIAL E INSULINA ASPARTE (NOVORAPID PENFILL) – AÇÃO JUDICIAL",6,Pregão - Eletrônico,True
46374500000194-1-006751/2024,False,Aquisição Medicamentos  para atender demandas judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006780/2024,False,Aquisição de medicamentos para atender determinação judical,6,Pregão - Eletrônico,True
46189718000179-1-000226/2024,True,Registro de preços de medicamentos para atendimento de ações judiciais.,6,Pregão - Eletrônico,True
46374500000194-1-006783/2024,False,Medicamentos Judicial,6,Pregão - Eletrônico,True
46374500000194-1-006784/2024,False,Aquisição de medicamentos para atender determinação judicial,6,Pregão - Eletrônico,True
00955107000193-1-000252/2024,True,Eventual aquisição de medicamentos e insulinas para atendimento de ordens judiciais,6,Pregão - Eletrônico,True
46374500000194-1-006779/2024,False,Aquisição de Medicamento para atender Mandado Judicial.,6,Pregão - Eletrônico,True
