endpoint,numeroItem
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/444/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/355/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/212/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/212/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/188/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/26/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/26/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/18/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/154/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/154/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/154/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/154/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/154/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/154/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/155/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/155/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/155/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/155/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/317/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/403/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/180/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/356/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/214/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/214/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/214/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/214/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/214/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/214/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/77636520000110/compras/2025/2/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/309/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/309/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/188/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/188/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/188/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/166/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/166/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/166/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/166/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005001743/compras/2024/185/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/76417005000186/compras/2024/369/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/76568930000108/compras/2024/43/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/76568930000108/compras/2024/43/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/304/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/305/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/306/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/307/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/308/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/308/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/309/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/310/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/63/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/63/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/63/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2025/3/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/311/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/312/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/312/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/312/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/313/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/313/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/13792329000184/compras/2024/313/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/50/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/51/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/52/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/53/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/54/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/55/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/56/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/57/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/58/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/59/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/60/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/61/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/62/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/64/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/65/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/66/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/67/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/68/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/69/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/70/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/71/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/71/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/72/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/72/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/73/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/73/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/74/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/74/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/74/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/75/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/76/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/77/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/78/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/79/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/80/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/80/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/80/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/80/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/80/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/81/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/82/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/83/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/84/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/85/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/86/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/87/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/87/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/87/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/87/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/88/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/89/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/89/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/90/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/91/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/92/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/93/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/94/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/95/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/96/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/96/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/97/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/97/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/97/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/98/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/99/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/100/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/101/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/102/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/103/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/104/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/104/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/104/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,2
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,3
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,4
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,5
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,6
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,7
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,8
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,9
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/105/itens,10
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/106/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/107/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/108/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/109/itens,1
https://pncp.gov.br/api/pncp/v1/orgaos/75123125000108/compras/2024/109/itens,2
