endpoint_alias,campo,coluna_template,fonte,schema_api,tipo_api,formato_api,descricao,data_inicio_coleta,data_atualizacao_template,presente_na_api,usar_no_template,status_template,ordem_template,ordem_api
contratacoes,unidadeOrgao.municipioNome,data.unidadeOrgao.municipioNome,api,RecuperarUnidadeOrgaoDTO,string,,Nome do município da unidade administrativa do órgão,2026-05-20,2026-09-01,TRUE,TRUE,ativo,19,18
contratacoes,amparoLegal,data.amparoLegal,api,RecuperarCompraPublicacaoDTO,object,,Objeto com os dados do amparo legal que fundamenta a contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,20,20
contratacoes,amparoLegal.descricao,data.amparoLegal.descricao,api,RecuperarAmparoLegalDTO,string,,Descrição do amparo legal aplicável à contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,21,21
contratacoes,amparoLegal.nome,data.amparoLegal.nome,api,RecuperarAmparoLegalDTO,string,,Nome do amparo legal aplicável à contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,22,22
contratacoes,amparoLegal.codigo,data.amparoLegal.codigo,api,RecuperarAmparoLegalDTO,integer,int64,Código do amparo legal aplicável à contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,23,23
contratacoes,dataAberturaProposta,data.dataAberturaProposta,api,RecuperarCompraPublicacaoDTO,string,date-time,Data e hora de abertura do período de recebimento de propostas (horário de Brasília),2026-05-20,2026-09-01,TRUE,TRUE,ativo,24,24
contratacoes,dataEncerramentoProposta,data.dataEncerramentoProposta,api,RecuperarCompraPublicacaoDTO,string,date-time,Data e hora de encerramento do período de recebimento de propostas (horário de Brasília),2026-05-20,2026-09-01,TRUE,TRUE,ativo,25,25
contratacoes,informacaoComplementar,data.informacaoComplementar,api,RecuperarCompraPublicacaoDTO,string,,Informações complementares sobre o objeto ou condições da contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,26,26
contratacoes,processo,data.processo,api,RecuperarCompraPublicacaoDTO,string,,Número do processo de contratação no sistema de origem,2026-05-20,2026-09-01,TRUE,TRUE,ativo,27,27
contratacoes,objetoCompra,data.objetoCompra,api,RecuperarCompraPublicacaoDTO,string,,Descrição do objeto da contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,28,28
contratacoes,linkSistemaOrigem,data.linkSistemaOrigem,api,RecuperarCompraPublicacaoDTO,string,,URL do portal ou sistema de origem para acompanhamento do processo da contratação,2026-05-20,2026-09-01,TRUE,TRUE,ativo,29,29
contratacoes,justificativaPresencial,data.justificativaPresencial,api,RecuperarCompraPublicacaoDTO,string,,Justificativa para escolha da modalidade presencial (quando aplicável),2026-05-20,2026-09-01,TRUE,TRUE,ativo,30,30
contratacoes,unidadeSubRogada,data.unidadeSubRogada,api,RecuperarCompraPublicacaoDTO,object,,Objeto com os dados da unidade administrativa do órgão subrogado (quando a contratação é realizada por outro órgão),2026-05-20,2026-09-01,TRUE,TRUE,ativo,31,31
contratacoes,unidadeSubRogada.ufNome,data.unidadeSubRogada.ufNome,api,RecuperarUnidadeOrgaoDTO,string,,Nome da unidade federativa da unidade administrativa subrogada,2026-05-20,2026-09-01,TRUE,TRUE,ativo,32,32
contratacoes,unidadeSubRogada.codigoIbge,data.unidadeSubRogada.codigoIbge,api,RecuperarUnidadeOrgaoDTO,string,,Código IBGE do município da unidade administrativa subrogada,2026-05-20,2026-09-01,TRUE,TRUE,ativo,33,37
contratacoes,unidadeSubRogada.codigoUnidade,data.unidadeSubRogada.codigoUnidade,api,RecuperarUnidadeOrgaoDTO,string,,Código da unidade administrativa subrogada,2026-05-20,2026-09-01,TRUE,TRUE,ativo,34,33
contratacoes,unidadeSubRogada.nomeUnidade,data.unidadeSubRogada.nomeUnidade,api,RecuperarUnidadeOrgaoDTO,string,,Nome da unidade administrativa subrogada,2026-05-20,2026-09-01,TRUE,TRUE,ativo,35,34
contratacoes,unidadeSubRogada.ufSigla,data.unidadeSubRogada.ufSigla,api,RecuperarUnidadeOrgaoDTO,string,,Sigla da unidade federativa da unidade administrativa subrogada,2026-05-20,2026-09-01,TRUE,TRUE,ativo,36,35
contratacoes,unidadeSubRogada.municipioNome,data.unidadeSubRogada.municipioNome,api,RecuperarUnidadeOrgaoDTO,string,,Nome do município da unidade administrativa subrogada,2026-05-20,2026-09-01,TRUE,TRUE,ativo,37,36
contratacoes,orgaoSubRogado,data.orgaoSubRogado,api,RecuperarCompraPublicacaoDTO,object,,Objeto com os dados do órgão ou entidade subrogado (contratação compartilhada),2026-05-20,2026-09-01,TRUE,TRUE,ativo,38,38
contratacoes,orgaoSubRogado.cnpj,data.orgaoSubRogado.cnpj,api,RecuperarOrgaoEntidadeDTO,string,,CNPJ do órgão ou entidade subrogado,2026-05-20,2026-09-01,TRUE,TRUE,ativo,39,39
contratacoes,orgaoSubRogado.razaoSocial,data.orgaoSubRogado.razaoSocial,api,RecuperarOrgaoEntidadeDTO,string,,Razão social do órgão ou entidade subrogado,2026-05-20,2026-09-01,TRUE,TRUE,ativo,40,40
contratacoes,orgaoSubRogado.poderId,data.orgaoSubRogado.poderId,api,RecuperarOrgaoEntidadeDTO,string,,Código do poder ao qual pertence o órgão subrogado,2026-05-20,2026-09-01,TRUE,TRUE,ativo,41,41
contratacoes,orgaoSubRogado.esferaId,data.orgaoSubRogado.esferaId,api,RecuperarOrgaoEntidadeDTO,string,,Código da esfera administrativa do órgão subrogado,2026-05-20,2026-09-01,TRUE,TRUE,ativo,42,42
contratacoes,valorTotalHomologado,data.valorTotalHomologado,api,RecuperarCompraPublicacaoDTO,number,,"Valor total homologado da contratação, com base nos resultados incluídos",2026-05-20,2026-09-01,TRUE,TRUE,ativo,43,43
contratacoes,numeroControlePNCP,data.numeroControlePNCP,api,RecuperarCompraPublicacaoDTO,string,,Número de controle PNCP da contratação (identificador único da contratação no PNCP),2026-05-20,2026-09-01,TRUE,TRUE,ativo,44,44
contratacoes,modoDisputaId,data.modoDisputaId,api,RecuperarCompraPublicacaoDTO,integer,int64,"Código do modo de disputa utilizado na contratação (1 – Aberto, 2 – Fechado, 3 – Aberto‑Fechado)",2026-05-20,2026-09-01,TRUE,TRUE,ativo,45,49
contratacoes,dataAtualizacaoGlobal,data.dataAtualizacaoGlobal,api,RecuperarCompraPublicacaoDTO,string,date-time,Data da última atualização global do registro da contratação no PNCP,2026-05-20,2026-09-01,TRUE,TRUE,ativo,46,46
contratacoes,linkProcessoEletronico,data.linkProcessoEletronico,api,RecuperarCompraPublicacaoDTO,string,,URL do processo eletrônico relacionado à contratação (se disponível),2026-05-20,2026-08-27,TRUE,TRUE,ativo,47,47
contratacoes,modalidadeId,data.modalidadeId,api,RecuperarCompraPublicacaoDTO,integer,int64,Código da modalidade de contratação conforme tabela de domínios,2026-05-20,2026-08-27,TRUE,TRUE,ativo,48,48
contratacoes,valorTotalEstimado,data.valorTotalEstimado,api,RecuperarCompraPublicacaoDTO,number,,Valor total estimado da contratação; retorna zero quando o orçamento é sigiloso e ainda não há resultado,2026-05-20,2026-08-26,TRUE,TRUE,ativo,49,50
contratacoes,modalidadeNome,data.modalidadeNome,api,RecuperarCompraPublicacaoDTO,string,,Nome da modalidade de contratação,2026-05-20,2026-08-26,TRUE,TRUE,ativo,50,51
contratacoes,modoDisputaNome,data.modoDisputaNome,api,RecuperarCompraPublicacaoDTO,string,,Nome do modo de disputa utilizado na contratação,2026-05-20,2026-08-26,TRUE,TRUE,ativo,51,52
contratacoes,tipoInstrumentoConvocatorioCodigo,data.tipoInstrumentoConvocatorioCodigo,api,RecuperarCompraPublicacaoDTO,integer,int64,Código do instrumento convocatório utilizado na contratação,2026-05-20,2026-08-26,TRUE,TRUE,ativo,52,53
contratacoes,tipoInstrumentoConvocatorioNome,data.tipoInstrumentoConvocatorioNome,api,RecuperarCompraPublicacaoDTO,string,,Nome do instrumento convocatório utilizado na contratação,2026-05-20,2026-08-26,TRUE,TRUE,ativo,53,54
contratacoes,fontesOrcamentarias,data.fontesOrcamentarias,api,RecuperarCompraPublicacaoDTO,array,,Lista de fontes orçamentárias que financiam a contratação,2026-05-20,2026-08-26,TRUE,TRUE,ativo,54,55
contratacoes,fontesOrcamentarias.codigo,data.fontesOrcamentarias.codigo,api,ContratacaoFonteOrcamentariaDTO,integer,int64,Código da fonte orçamentária,2026-05-20,2026-08-26,TRUE,TRUE,ativo,55,56
contratacoes,fontesOrcamentarias.nome,data.fontesOrcamentarias.nome,api,ContratacaoFonteOrcamentariaDTO,string,,Nome da fonte orçamentária,2026-05-20,2026-08-26,TRUE,TRUE,ativo,56,57
contratacoes,fontesOrcamentarias.descricao,data.fontesOrcamentarias.descricao,api,ContratacaoFonteOrcamentariaDTO,string,,Descrição da fonte orçamentária,2026-05-20,2026-08-26,TRUE,TRUE,ativo,57,58
contratacoes,fontesOrcamentarias.dataInclusao,data.fontesOrcamentarias.dataInclusao,api,ContratacaoFonteOrcamentariaDTO,string,date-time,Data em que a fonte orçamentária foi cadastrada,2026-05-20,2026-08-26,TRUE,TRUE,ativo,58,59
contratacoes,situacaoCompraId,data.situacaoCompraId,api,RecuperarCompraPublicacaoDTO,string,,Código da situação da contratação conforme tabela de domínios,2026-05-20,2026-08-26,TRUE,TRUE,ativo,59,60
contratacoes,situacaoCompraNome,data.situacaoCompraNome,api,RecuperarCompraPublicacaoDTO,string,,Nome descritivo da situação da contratação,2026-05-20,2026-08-26,TRUE,TRUE,ativo,60,61
contratacoes,usuarioNome,data.usuarioNome,api,RecuperarCompraPublicacaoDTO,string,,Nome do usuário ou sistema que enviou a contratação ao PNCP,2026-05-20,2026-08-26,TRUE,TRUE,ativo,61,62
contratacoes,emendaParlamentar,data.emendaParlamentar,api,RecuperarCompraPublicacaoDTO,boolean,,INCLUIR DESCRIÇÃO EM dicionario-dados.py,2026-05-21,2026-09-01,TRUE,TRUE,ativo,62,45
