"endpoint","numeroItem","codigo_pdm","descricao","unidadeMedida"
"https://pncp.gov.br/api/pncp/v1/orgaos/04244525000123/compras/2024/120/itens",1,"1289","SUPORTE DE SORO-AÇO PINTADO","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/46634291000170/compras/2024/165/itens",4,"1289","DETERMINACAO DE CREATININA EM AMOSTRAS DE SORO, PLASMA(EDTA E HEPARINA) E URINA, METODOLOGIA: ENZIMATICO, SENSIBILIDADE 0,021 MG/DL, LINEARIDADE DE 0,20 A 150,00 MG/DL, APRESENTACAO:- R1: 40ML + R2: 10ML - 50ML","KIT"
"https://pncp.gov.br/api/pncp/v1/orgaos/08234155000102/compras/2024/69/itens",3,"2259","ÁLCOOL ETILICO HIDRATADO LIQUIDO 70 INPM, 5L","BOMBONA"
"https://pncp.gov.br/api/pncp/v1/orgaos/82892316000108/compras/2023/79/itens",10,"1289","Doce de leite cremoso com leite e soro de leite. (em saquinho plástico 20 gramas.)
disponível em  pote c/ 50 unidades","Caixa"
"https://pncp.gov.br/api/pncp/v1/orgaos/23718356000160/compras/2024/10/itens",10,"2259","ÁLCOOL ETÍLICO EM LÍQUIDO 70° INPM, EMBALAGEM EM PVC COM 500ML.","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/76279959000170/compras/2024/37/itens",4300575,"1289","IOGURTE DE MORANGO, iogurte de fruta com polpa de fruta  sabor morango. Leite integral, açúcar, polpa de morango natural e aroma natural de morango. Produto sem adição de: soro de leite, espessante e acidulante. Não contém glúten. Embalagem de 900 ml a 1000 ml.","LT"
"https://pncp.gov.br/api/pncp/v1/orgaos/75658377000131/compras/2024/24/itens",5,"15458","Vacina Bovina B19  
suspensão liofilizada de Brucella abortus, cepa B-19 com no mínimo 60 bilhões desta cepa por dose. Apresentação: caixa contendo frascos com 15 doses de vacinas liofilizadas e outro frasco com 30ml de diluente estéril. Via de aplicação: subcutânea.  
","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/46523262000131/compras/2024/147/itens",4,"8428","AGULHA PARA CANETA DA INSULINA","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/18663401000197/compras/2023/63/itens",7,"8428","INSULINA ASPART 100UI/ML ULTRA RAPIDA -SOLUÇÃO INJETAVEL REFIL 3ML Apresentação :Carpule-refil com 3ml .","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/08085318000124/compras/2024/20/itens",9,"1289","0010220 - BISCOITO SEQUILHOS SEM TRAÇOS DE LEITE - produto isento de soro do leite, sólidos do leite, soro de lactose, de concentrado de proteínas, desmineralizado, proteína do soro, whey protein, caseína, caseinato de amônio, de cálcio, de magnésio, de potássio ou de sódio, estabilizantes caseinato de sódio, fermento lácteo, lactoalbumina, lactoglobulina, fosfato de lactoalbumina, lactoferrina, composto lácteo, mistura láctea, proteína láctea do soro do leite microparticulada (substituto de gordura),  lactose, lactulose, lactulona, gordura de manteiga, óleo de manteiga, éster de manteiga. Composição do produto: farinha de trigo integral, farinha de trigo fortificada com ferro e ácido fólico, açúcar mascavo, melado de cana, óleos vegetais (milho e ou girassol e ou algodão), castanha do pará, amido, maltodextrina, estabilizantes naturais maltitol e lecitina de soja, agentes de crescimento (fosfato monocálcico, bicarbonato de sódio e bicarbonato de amônio) e aromas. Contém glúten. Produtos com embalagens de 200g sem estruturas estufadas, furadas, amassadas ou em condições anormais. Validade mínima no momento da entrega de 6 meses.","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/08832592000110/compras/2022/6/itens",1,"15458","VACINA HAEMOPHILUS INFLUENZA B","DS"
"https://pncp.gov.br/api/pncp/v1/orgaos/31015782000166/compras/2024/12/itens",4,"8007","AMEIXA SECA SEM CAROÇO 250g. Especificação: obtida de frutas maduras, inteiras, sãs, limpas e desidratadas; livre de
fermentações, manchas ou defeitos embalagem plástica, limpa, não violadas, resistentes, que garantam a
integridade do produto até o momento do consumo. Não poderá conter adição de glicose. A embalagem
deverá conter externamente os dados de identificação, procedência, informações nutricionais, número de
lote, data de validade, quantidade do produto. O produto deverá apresentar validade mínima de 05 (cinco)
meses a partir da data de entrega na unidade requisitante. O transporte devera obedecer àsregras da vigilância
sanitária","PCT"
"https://pncp.gov.br/api/pncp/v1/orgaos/10221786000120/compras/2024/22/itens",7,"1289","SORO RINGER COM LACTATO 250 ML BOLSA TRILAMINADA SISTEMA FECHADO.","bolsa"
"https://pncp.gov.br/api/pncp/v1/orgaos/13055273000185/compras/2024/8/itens",3,"2259","ALCOOL ETILICO HIDRATADO 70 INPM 1L   CX COM 12 X1","20"
"https://pncp.gov.br/api/pncp/v1/orgaos/77721363000140/compras/2024/47/itens",6,"8007","Bombom sabor morango 13g,  com cobertura sabor chocolate, tipo moranguete. ingredientes: açúcar, xarope de glicose, gordura vegetal, cacau em pó, flocos de morango desidratado, leite desnatado em pó, albumina, soro de leite em pó, ácido cítrico e ácido ascórbico. Umectante: glicerina.","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/76205806000188/compras/2024/103/itens",2,"15458","Vacina etica polivalente para felinos aplicada e com carteira de","ML"
"https://pncp.gov.br/api/pncp/v1/orgaos/00059311000126/compras/2024/314/itens",1,"2259","ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES CARACTERÍSTICAS ADICIONAIS: GEL, CONCENTRAÇÃO: 70%, TIPO: ETÍLICO HIDRATADO","Frasco 1 L"
"https://pncp.gov.br/api/pncp/v1/orgaos/01622882000190/compras/2024/38/itens",5,"2259","ALCOOL ETÍLICO - ÁLCOOL ETÍLICO, TIPO HIDRATADO, TEOR ALCOÓLICO 70%_(70°GL), APRESENTAÇÃO GEL, FRASCO DE 500ML, COM DATA DE FABRICAÇÃO E VALIDADE E DE VALIDADE, INDICAÇÕES E PRECAUÇÕES DE USO, COMPOSIÇÕES E INFORMAÇÃO DO FABRICANTE.","Frascos"
"https://pncp.gov.br/api/pncp/v1/orgaos/24672909000154/compras/2024/19/itens",10,"2259","ALCOOL ETILICO - FORMA DE APRESENTACAO LIQUIDO,CONCENTRACAO 70° GL,COR INCOLOR,EMBALAGEM FRASCO DE 1 LITRO.","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/24518573000170/compras/2024/3/itens",2,"8428","Insulina Lispro 100 UI/ml - 3mL","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/81392656000107/compras/2024/10/itens",1,"1289","OVO DE PASCOA DE CHOCOLATE 300GRS FABRICADO COM AÇUCAR CRISTAL, GORDURA VEGETAL, CACAU EM PÓ, SORO DE LEITE EM PÓ, EMULSIFICANTES: LETICINA DE SOJA (INS 322) POLIRRICINOLOLEATO DE POLIGLICEROL (INS 47","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/75658377000131/compras/2022/34/itens",6,"1289","ACHOCOLATADO - EM PÓ, INSTANTANEO, SOLUVEL, OBTIDO DA MISTURA DO CACAU  
AÇUCAR, MALTODEXTRINA, LEITE EM PÓ E/OU SORO, EXTRA CONTITUIDO DE PÓ FINO E HOMOGENEO, ISENTO DE SOJA OU FARINHA, SUJIDADES E MATERIAIS ESTRANHOS, ADMITINDO TEOR DE UMIDADE MAXIMA DE 3% DEVE SER ENRIQUECIDO COM 8 VITAMINAS. PRAZO DE VALIDADE 12 MESES. LATA/PACOTE 400G  
","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/44763928000101/compras/2024/752/itens",1,"8428","INSULINA DEGLUDECA 100U/ML CANETA 3ML TRESIBA","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/46523015000135/compras/2023/96/itens",5,"1289","SORO ANTI-B - SORO TESTE COM ANTICORPOS ANTI-B MONOCLONAIS (ORIGEM MURINA), DE CLASSE IGM, DESTINADO A DETECÇÃO OU AUSÊNCIA D","FR"
"https://pncp.gov.br/api/pncp/v1/orgaos/90738196000109/compras/2023/68/itens",4,"8007","fita HGT para sistema de monitoramento de glicose sanguinea. Tempo medicao  ate 20 seg  Faixa medicao  20 a 600 mg dL  tira preenchida automaticamente.  sem chip de calibragem","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/13761697000165/compras/2024/69/itens",5,"2259","ÁLCOOL ETÍLICO, HIDRATADO A 70% P/P (77°GL), LÍQUIDO INCOLOR, REGISTRO COMO SOLUÇÃO SANEANTE de uso hospitalar para desinfecção de superfícies fixas e artigos não críticos, frasco tipo almotolia 1000ml, transparente - 1000ml, transparente ou opaco, branco ou transparente, com flexibilidade no corpo, aplicador longo, com dispositivo próprio para abertura do lacre por torção manual ou outro dispositivo que permita facilidade de abertura sem ter contato como produto e sem auxílio de instrumento cortante, para não haver contaminação, atendendo a nr 32, liquido, contendo data de  fabricação, data de validade, número do lote, identificação do fabricante e número de registro na Anvisa. volume 1000ml","LITRO"
"https://pncp.gov.br/api/pncp/v1/orgaos/50122571000177/compras/2024/108/itens",3,"8428","INSULINA, GLARGINA, 100UI/ML, INJETÁVEL FRASCO 10 ML","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/08924078000104/compras/2024/14/itens",3,"2259","Álcool Etílico Hidratado Líquido sem perfume para uso doméstico com graduação de 70º INPM, embalagem plástica 500ml.","UND"
"https://pncp.gov.br/api/pncp/v1/orgaos/13717517000148/compras/2024/38/itens",5,"1289","FÓRMULA INFANTIL ISENTA DE LACTOSE, fórmula infantil especial, para lactentes de 0 a 12 meses, isenta de lactose, com soro do leite e caseína como fonte protéica com DHA e ARA, enriquecida com vitaminas, minerais, ferro e outros oligoelementos. Atendendo as recomendações do Codex Alimentarius FAO/OMS. Embalagem de 400 g. Prazo de validade mínimo de 06 (seis) meses após a data da entrega.","LT"
"https://pncp.gov.br/api/pncp/v1/orgaos/13858675000118/compras/2024/3/itens",1,"8007","GLICOSE, 5%, 100ML, SISTEMA FECHADO DE TRANSFERENCIA BOLSA.unidade de fornecimento: Bolsa","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/91338558000137/compras/2023/11/itens",3,"2259","Álcool Etílico 70%, 1000 ml.","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/46578530000112/compras/2024/24/itens",2,"2259","ÁLCOOL ETÍLICO 70%: com 1 litro","FC"
"https://pncp.gov.br/api/pncp/v1/orgaos/16928483000129/compras/2024/43/itens",9,"2259","ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES, 92,8º EM EMBALAGEM PLÁSTICA TRANSPARENTE, COM REGISTRO NO MINISTÉRIO DA SAÚDE - FR 1000ML","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/46227849000101/compras/2024/80/itens",2,"8007","BALA MASTIGÁVEL FRAMBOESA 1KG PCT - INGREDIENTES: AÇÚCAR, XAROPE DE GLICOSE, GORDURA VEGETAL, ACIDULANTE ÁCIDO LÁCTICO, EMULSIFICANTES: LECITINA DE SOJA E MONO E DIGLICERÍDEOS DE ÁCIDOS GRAXOS, AROMATIZANTE E CORANTE ARTIFICIAL VERMELHO 40 (E129/INS 129). ALÉRGICOS: CONTÉM DERIVADOS DE SOJA. NÃO CONTÉM GLÚTEN.","PCT"
"https://pncp.gov.br/api/pncp/v1/orgaos/01210657000146/compras/2024/1/itens",7,"2259","Alcool Etílico 70% 01 Lt - Limpeza de Ambientes, tipo em gel sanitizante, composição hidroalcoólica, aparência visual em gel, aplicação de produto de limpeza doméstica, concentração 65 inpm, 1.000 ml. Deverá apresentar também data de fabricação impressa na embalagem e validade mínima de 04 meses no ato da entrega.","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/48962625000160/compras/2024/182/itens",7,"2259","Álcool etílico hidratado, com 1 litro, para uso doméstico, 92,8º - Conforme ficha técnica nº 079.","LITRO"
"https://pncp.gov.br/api/pncp/v1/orgaos/95583597000150/compras/2024/56/itens",3,"8007","BALAS MASTIGÁVEIS SORTIDAS COM SABOR DE FRUTAS;
PACOTE COM NO MÍNIMO 500 GRAMAS CADA;
INGREDIENTES: AÇÚCAR, XAROPE DE GLICOSE, GORDURA VEGETAL HIDROGENADA E LECITINA DE SOJA;
CONTÉM: CORANTE CII E ÁCIDO CÍTRICO, AROMATIZANTES IDÊNTICOS AO NATURAL DE FRUTAS.","PACOTE"
"https://pncp.gov.br/api/pncp/v1/orgaos/45739091000110/compras/2022/1/itens",1,"8428","SERINGA 1ML C/AGULHA PARA INSULINA","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/46578514000120/compras/2024/44/itens",5,"8428","RESERVATORIO BOMBA DE INFUSAO 3 ML - SERINGA ESPECIAL NA QUAL A INSULINA É ALOCADA PARA QUE SEJA INFUDIDA ATRAVES DA BOMBA. CAPACIDADE MAXIMA DE 3 ML.","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/46523015000135/compras/2024/1/itens",7,"1289","EQUIPO MACROGOTAS PARA SORO - EQUIPO PARA ADMINISTRAÇÃO DE SOLUÇÕES PARENTERAIS, CONSTITUÍDO DE PONTA PERFURANTE PARA AMPOLA PLÁSTICA COM BOA PERFURAÇÃO E TAMPA PROTETORA, CÂMARA DE GOTEJAMENTO FLEXÍV","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/01614225000109/compras/2024/31/itens",10,"2259","ALCOOL ETILICO A 70% - CONCENTRAÇÃO/DOSAGEM A 70%, FORMA DE APRESENTAÇÃO EM FRASCO DE 1000 ML.","UN - UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/53221941000111/compras/2024/18/itens",2,"2259"," LIQUIDO LÍMPIDO. INCOLOR, VOLÁTIL E DE ODOR CARACTERÍSTICO DE ÁLCOOL. TEOR ALCOÓLICO: O ÁLCOOL ETÍLICO CONTE NO MÍNIMO 92,55°GL CORRESPONDENTE A 92,55%°INPM E NO MÁXIMO, 96,9°GL CORRESPONDENTE A 95,16ºINPM DE C2H6O.","Litro"
"https://pncp.gov.br/api/pncp/v1/orgaos/76002658000102/compras/2022/16/itens",8,"2259","Álcool etilico hidrato, 70% INPM, embalagem plástica de 1l litro","LITRO"
"https://pncp.gov.br/api/pncp/v1/orgaos/08349011000193/compras/2024/16/itens",3,"8428","7595 - INSULINA LISPO 100UI/ml KWIRPEN – COM 3ml (CANETA)","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/40637159000136/compras/2022/8/itens",5,"1289","CARRO, MACA PADIOLA, HOSPITALAR, PARA TRANSPORTE DE PACIENTE ESTOFADA COM CABECEIRA MÓVEL, ESTRUTURADA EM TUBOS DE AÇO INOXIDÁVEL, LEITO EM AÇO INOX, E ACABAMENTO POLIDO, RODAS GIRATÓRIAS REVESTIDOS EM BORRACHA DE 5"" A 6"" DE DIÂMETRO SENDO DUAS COM SISTEMA DE FREIO DUPLA AÇÃO CONTRA CHOQUE EM TODA VOLTA, GRADES LATERAIS TUBULAR DE BAIXAR DOS DOIS LADOS EM AÇO INOXIDÁVEL COM SISTEMA DE ENGATE RÁPIDO, PARA-CHOQUE EM PVC EM TODA A VOLTA DO LEITO RESISTENTE A IMPACTO, LEITO COM CABECEIRA REGULÁVEL; DEVE POSSUIR NO MÍNIMO DUAS MANIVELAS ESCAMOTEÁVEIS PARA ELEVAÇÃO DE ALTURA DO LEITO. TER SUPORTE DE SORO CONFECCIONADO EM AÇO INOXIDÁVEL. DIMENSÕES MÍNIMAS 1,90M (COMPRIMENTO) X 0,50M (LARGURA). REGISTRO NO MINISTÉRIO DA SAÚDE.","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/01612499000150/compras/2024/35/itens",5,"2259","AROMATIZADOR DE AR SPRAY 360 ML 302G INGREDIENTE ATIVO ALCOOL ETILICO 96 GL 41 68  COMPOSIO INGREDIENTE ATIVO  BENZOATO DE SDIO  BORATO DE SDIO  FRAGRNCIA E PROPELENTES VALIDADE DE 03 ANOS A PARTIR DA DATA DE FABRICAAO 220051:","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/25705989000160/compras/2024/30/itens",1,"2259","ALCOOL EM GEL 500G 70INPM 77GLALCOOL EM GEL 500G 70INPM 77GL: 500GRAMAS ALCOOL ETILICO PARA LIMPEZA DE AMBIENTES TIPO GEL SANEANTE E DESINFETANTE APLICACAO LIMPEZA GERAL CARACTERISTICAS ADICIONAIS NEUTRO CONCENTRACAO 70INPM OU 77GL REGISTRO NA ANVISA EMBALAGEM COM 500GRAMAS VALIDADE MINIMA DE 2 ANOS","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/11419212000124/compras/2022/3/itens",3,"8007","ANTICUAGULANTE GLICOSE (FLUORETO) FRASCO COM 500 ML","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/81531162000158/compras/2023/54/itens",9,"1289","SORO FISIOLÓGICO COM TAMPA 100ML","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/12092636000190/compras/2024/20/itens",1,"8428","insulina Tresiba, 1 sistemas de aplicação preenchido com 3 mL equivalente a 300 U ou refil. Produto em ruptura na industria
insulina Tresiba, 1 sistemas de aplicação preenchido com 3 mL equivalente a 300 U ou refil. Produto em ruptura na industria","refil (R)"
"https://pncp.gov.br/api/pncp/v1/orgaos/13959466000160/compras/2024/24/itens",2,"15458","CONFECÇÃO DE ARMÁRIO EM MDF BRANCO - SALA DE VACINA","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/31803125000183/compras/2024/23/itens",1,"2259","ALCOOL ETÍLICO 70 INPM 1L.","litro"
"https://pncp.gov.br/api/pncp/v1/orgaos/09164716000107/compras/2024/2/itens",7,"8428","AGULHA PARA CANETA DE INSULINA ULTRA FINE C/8MM","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/13798905000109/compras/2024/37/itens",10,"2259","ALCOOL, etílico, hidratado, em gel, não inferior a 65%. Embalagem: frasco plástico de 500g. As seguintes informações deverão ser impressas pelo fabricante, diretamente no produto ou impressas no rotulo pelo fabricante e colada diretamente sobre o produto: nome/CNPJ do fabricante, marca do produto, endereço, quantidade, composição, prazo de validade, normas vigentes e registros nos órgãos competentes, as informações contidas na rotulagem devem ser indeléveis, visíveis a olho nu e em cor contrastante com a cor da embalagem. Na data da entrega, o prazo de validade indicado para o produto, não deverá ter sido ultrapassado na sua metade, tomando-se como referência, a data de fabricação ou lote impresso na embalagem. Atender a (s) resolução (oes) e portaria (S) vigente (s) ANVISA E INMETRO.","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/18773785000109/compras/2024/30/itens",3,"2259","ALCOOL TIPO ETÍLICO 70%Álcool tipo etílico, hidratado, teor alcoólico 70% (70º) líquido, frasco de aproximadamente 1 litro","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/82892316000108/compras/2024/313/itens",2,"2259","Álcool 70% em gel, glicerinado. Gel anti-séptico a base de álcool etílico 70%, com agentes umectantes e emolientes; frs com 500 ml.","UNIDADE (UN)"
"https://pncp.gov.br/api/pncp/v1/orgaos/18116160000166/compras/2022/13/itens",2,"2259","ÁLCOOL ETÍLICO HIDRATADO
70º INPM – DE BOA QUALIDADE, DE 1 LITRO, EM EMBALAGEM FOSCA (POR MOTIVO DE
SEGURANÇA) VALIDADE 36 MESES. ACONDICIONADA EM CAIXA COM  12 
UNIDADES DEVERÁ SER APRESENTADO REGISTRO OU NOTIFICAÇÃO DO PRODUTO JUNTO
A ANVISA. MARCAS DE REFERÊNCIA COMO
PADRÃO DE QUALIDADE: TUPI, ARAUCARIA.COOPERALCOOL, FLOOPS E ZUMBI. DEVERÁ SER
APRESENTADO REGISTRO OU NOTIFICAÇÃO DO PRODUTO JUNTO A ANVISA.","FRASCOS"
"https://pncp.gov.br/api/pncp/v1/orgaos/45369220000125/compras/2022/7/itens",6,"8428","SERINGA DE INSULINA 1CC/100 UI COM AGULHA 8X3 CURTA - PCT C/10 - ULTRA-FINE SERINGA COM 100 UN (1ML) OU MENOS - AGULHA 8 MM (5/16"") X 0,3 MM (30G) - APRESENTAÇÃO PACOTE COM 10 SERINGAS","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/22812960000199/compras/2024/14/itens",6,"2259","ÁLCOOL ETÍLICO HIDRATADO 92,8 INPM (ALCCOL 96° GL)","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/76105584000121/compras/2023/66/itens",10,"2259","ALCOOL ETILICO HIDRATADO 70  LIQUIDO  EMBALAGEM 1000ML","FRASC"
"https://pncp.gov.br/api/pncp/v1/orgaos/03507415000225/compras/2024/82/itens",15432,"1289","SUPLEMENTO ALIMENTAR HIPERPROTEICO E NORMOCALORICO, PARA USO ORAL OU ENTERAL. FONTE DE PROTEÍNAS PODENDO SER CASEÍNA, SORO DE LEITE E/OU PROTEÍNA ISOLADA DE SOJA. COM FIBRAS, VITAMINAS E MINERAIS. ISENTO DE SACAROSE E GLÚTEN. APLICAÇÃO  PARA PACIENTES IDOSOS. ASPECTO FÍSICO, PÓ. EMBALAGEM: LATA OU PACOTE. QUILOGRAMA.","QUILOGRAMA"
"https://pncp.gov.br/api/pncp/v1/orgaos/00944673000108/compras/2024/24/itens",1,"2259","ALCOOL ETÍLICO 70% GEL, ACONDICIONADO EM RECIPIENTE PLÁSTICO COM TAMPA E VÁLVULA PUMP, CONTENDO 220G, COMPOSIÇÃO: ÁLCOOL ET[ILICO HIDRATADO 70º INPM, NEUTRALIZANTE, CARBOMERO, DESNATURANTE E ÁGUA, EMBALAGEM COM NÚMERO DE LOTE, DATA DE VALIDADE, DADOS DE IDENTIFICAÇÃO, PROCEDÊNCIA, REGISTRO NO MINISTÉRIO DA SAUDE OU NOTIFICAÇÃO DA SUA ISENÇÃO","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/44215846000114/compras/2024/20/itens",5,"8428","Insulina Apidra Solostar Glulisina","LOTE"
"https://pncp.gov.br/api/pncp/v1/orgaos/08084014000142/compras/2024/28/itens",5,"1289","CARRINHO DE EMERGÊNCIA: COM 3 GAVETAS, SENDO A 1° GAVETA COM DIVISÓRIAS PARA MEDICAÇÕES, 1 PORTA, SUPORTE DE CILINDRO DE OXIGÊNIO, SUPORTE DE SORO, SUPORTE PARA DESFIBRILADOR, TÁBUA PARA MASSAGEM, EXTENSÃO E TOMADA.","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/01615008000125/compras/2024/14/itens",6,"2259","AROMATIZADOR DE AR SPRAY 400ML/286G AROMATIZADOR DE AR SPRAY 400ML/286G INGREDIENTE ATIVO: ALCOOL ETILICO 96° GL41,68  COMPOSICAO INGREDIENTES ATIVO, BENZOATO DE SODIO BORATO DE SODIO FRAGANCIA E PROPOLENTES. VALIDADE DE 03 ANOS A PARTIR DA DATA DA FABRICAÇÃO. PADRAO QUALIDADE IGUAL OU SUPERIOR AO BOM AR..","FRASC"
